example_id,label,subset_type,C,M,absM,gisr,risk_score,decision,abstain,perm_proxy_mad,n_evidence
clot_00029,0,paraphrase_explosion,0.419921875,7.9375,7.9375,7.9375,0.29296875,accept,False,0.0,10
clot_00030,1,hybrid_trap_refute,0.482421875,5.5,5.5,7.875,0.337890625,abstain_conflict,True,0.0,7
clot_00031,1,balanced_contradiction,0.376953125,5.9375,5.9375,8.5,0.263671875,accept,False,0.0,7
clot_00032,1,hybrid_trap_refute,0.578125,5.40625,5.40625,7.71875,0.404296875,abstain_conflict,True,0.0,7
clot_00033,1,balanced_contradiction,0.447265625,6.59375,6.59375,8.25,0.3125,accept,False,0.0,8
clot_00034,1,hybrid_trap_refute,0.478515625,4.65625,4.65625,7.75,0.3359375,abstain_conflict,True,0.0,6
clot_00035,1,balanced_contradiction,0.427734375,5.15625,5.15625,8.5625,0.298828125,accept,False,0.0,6
clot_00036,1,hybrid_trap_refute,0.51953125,5.4375,5.4375,7.78125,0.36328125,abstain_conflict,True,0.0,7
clot_00037,1,balanced_contradiction,0.376953125,5.5625,5.5625,7.96875,0.263671875,accept,False,0.0,7
clot_00038,1,balanced_contradiction,0.431640625,5.875,5.875,8.375,0.302734375,accept,False,0.0,7
clot_00039,1,balanced_contradiction,0.435546875,5.40625,5.40625,7.71875,0.3046875,accept,False,0.0,7
clot_00040,0,paraphrase_explosion,0.40234375,8.0,8.0,8.0,0.28125,accept,False,0.0,10
clot_00041,1,balanced_contradiction,0.32421875,5.71875,5.71875,8.1875,0.2265625,accept,False,0.0,7
clot_00042,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00043,1,balanced_contradiction,0.3984375,5.125,5.125,8.5,0.279296875,accept,False,0.0,6
clot_00044,1,balanced_contradiction,0.349609375,6.5,6.5,8.125,0.2451171875,accept,False,0.0,8
clot_00045,1,balanced_contradiction,0.35546875,5.34375,5.34375,7.65625,0.2490234375,accept,False,0.0,7
clot_00046,0,paraphrase_explosion,0.416015625,8.0625,8.0625,8.0625,0.291015625,accept,False,0.0,10
clot_00047,1,hybrid_trap_refute,0.427734375,5.53125,5.53125,7.90625,0.298828125,accept,False,0.0,7
clot_00048,0,paraphrase_explosion,0.40234375,8.0,8.0,8.0,0.28125,accept,False,0.0,10
clot_00049,0,paraphrase_explosion,0.40234375,7.875,7.875,7.875,0.28125,accept,False,0.0,10
clot_00050,0,paraphrase_explosion,0.40234375,7.46875,7.46875,7.46875,0.28125,accept,False,0.0,10
clot_00051,1,hybrid_trap_refute,0.484375,4.84375,4.84375,8.0625,0.33984375,abstain_conflict,True,0.0,6
clot_00052,1,hybrid_trap_refute,0.490234375,5.53125,5.53125,7.90625,0.34375,abstain_conflict,True,0.0,7
clot_00053,1,balanced_contradiction,0.37109375,5.1875,5.1875,8.625,0.259765625,accept,False,0.0,6
clot_00054,1,hybrid_trap_refute,0.447265625,5.53125,5.53125,7.90625,0.3125,accept,False,0.0,7
clot_00055,1,hybrid_trap_refute,0.515625,4.71875,4.71875,7.84375,0.361328125,abstain_conflict,True,0.0,6
clot_00056,1,hybrid_trap_refute,0.458984375,5.53125,5.53125,7.90625,0.3203125,abstain_conflict,True,0.0,7
clot_00057,0,paraphrase_explosion,0.40234375,7.46875,7.46875,7.46875,0.28125,accept,False,0.0,10
clot_00058,1,balanced_contradiction,0.365234375,5.71875,5.71875,8.1875,0.255859375,accept,False,0.0,7
clot_00059,1,balanced_contradiction,0.349609375,6.125,6.125,8.75,0.2451171875,accept,False,0.0,7
clot_00060,1,balanced_contradiction,0.443359375,5.0625,5.0625,8.4375,0.310546875,accept,False,0.0,6
clot_00061,0,paraphrase_explosion,0.404296875,8.0,8.0,8.0,0.283203125,accept,False,0.0,10
clot_00062,1,hybrid_trap_refute,0.458984375,5.5625,5.5625,7.96875,0.3203125,abstain_conflict,True,0.0,7
clot_00063,1,balanced_contradiction,0.3515625,5.84375,5.84375,8.375,0.24609375,accept,False,0.0,7
clot_00064,1,balanced_contradiction,0.373046875,6.625,6.625,8.25,0.26171875,accept,False,0.0,8
clot_00065,1,balanced_contradiction,0.294921875,5.75,5.75,8.25,0.2060546875,accept,False,0.0,7
clot_00066,1,balanced_contradiction,0.369140625,6.84375,6.84375,8.5625,0.2578125,accept,False,0.0,8
clot_00067,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00068,0,paraphrase_explosion,0.404296875,7.9375,7.9375,7.9375,0.283203125,accept,False,0.0,10
clot_00069,1,balanced_contradiction,0.44140625,5.0625,5.0625,8.4375,0.30859375,accept,False,0.0,6
clot_00070,1,hybrid_trap_refute,0.54296875,5.375,5.375,7.6875,0.380859375,abstain_conflict,True,0.0,7
clot_00071,0,paraphrase_explosion,0.404296875,8.0,8.0,8.0,0.283203125,accept,False,0.0,10
clot_00072,1,balanced_contradiction,0.42578125,5.90625,5.90625,8.4375,0.298828125,accept,False,0.0,7
clot_00073,1,hybrid_trap_refute,0.51171875,4.53125,4.53125,7.53125,0.357421875,abstain_conflict,True,0.0,6
clot_00074,1,hybrid_trap_refute,0.44140625,4.84375,4.84375,8.0625,0.30859375,accept,False,0.0,6
clot_00075,0,paraphrase_explosion,0.443359375,7.0,7.0,7.0,0.310546875,accept,False,0.0,10
clot_00076,1,balanced_contradiction,0.376953125,5.96875,5.96875,8.5625,0.263671875,accept,False,0.0,7
clot_00077,1,hybrid_trap_refute,0.416015625,4.84375,4.84375,8.0625,0.291015625,accept,False,0.0,6
clot_00078,1,balanced_contradiction,0.314453125,5.09375,5.09375,8.4375,0.2197265625,accept,False,0.0,6
clot_00079,1,balanced_contradiction,0.482421875,5.4375,5.4375,7.78125,0.337890625,abstain_conflict,True,0.0,7
clot_00080,1,balanced_contradiction,0.416015625,5.34375,5.34375,7.65625,0.291015625,accept,False,0.0,7
clot_00081,1,balanced_contradiction,0.3828125,5.75,5.75,8.25,0.267578125,accept,False,0.0,7
clot_00082,1,hybrid_trap_refute,0.5,5.5,5.5,7.875,0.349609375,abstain_conflict,True,0.0,7
clot_00083,1,hybrid_trap_refute,0.48046875,4.75,4.75,7.90625,0.3359375,abstain_conflict,True,0.0,6
clot_00084,0,paraphrase_explosion,0.416015625,8.0625,8.0625,8.0625,0.291015625,accept,False,0.0,10
clot_00085,1,hybrid_trap_refute,0.55078125,5.3125,5.3125,7.59375,0.384765625,abstain_conflict,True,0.0,7
clot_00086,1,balanced_contradiction,0.423828125,6.5625,6.5625,8.1875,0.296875,accept,False,0.0,8
clot_00087,1,hybrid_trap_refute,0.46875,4.6875,4.6875,7.78125,0.328125,abstain_conflict,True,0.0,6
clot_00088,1,balanced_contradiction,0.337890625,6.53125,6.53125,8.125,0.236328125,accept,False,0.0,8
clot_00089,1,balanced_contradiction,0.361328125,6.6875,6.6875,8.375,0.25390625,accept,False,0.0,8
clot_00090,1,hybrid_trap_refute,0.50390625,4.6875,4.6875,7.78125,0.353515625,abstain_conflict,True,0.0,6
clot_00091,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00092,0,paraphrase_explosion,0.416015625,8.0625,8.0625,8.0625,0.291015625,accept,False,0.0,10
clot_00093,0,paraphrase_explosion,0.40234375,7.875,7.875,7.875,0.28125,accept,False,0.0,10
clot_00094,1,balanced_contradiction,0.419921875,5.28125,5.28125,7.5625,0.29296875,accept,False,0.0,7
clot_00095,0,paraphrase_explosion,0.40234375,7.875,7.875,7.875,0.28125,accept,False,0.0,10
clot_00096,0,paraphrase_explosion,0.416015625,8.0625,8.0625,8.0625,0.291015625,accept,False,0.0,10
clot_00097,1,hybrid_trap_refute,0.470703125,4.8125,4.8125,8.0,0.330078125,abstain_conflict,True,0.0,6
clot_00098,1,hybrid_trap_refute,0.443359375,5.625,5.625,8.0625,0.310546875,accept,False,0.0,7
clot_00099,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00100,0,paraphrase_explosion,0.419921875,7.9375,7.9375,7.9375,0.29296875,accept,False,0.0,10
clot_00101,1,balanced_contradiction,0.357421875,5.71875,5.71875,8.1875,0.25,accept,False,0.0,7
clot_00102,1,hybrid_trap_refute,0.421875,4.8125,4.8125,8.0,0.294921875,accept,False,0.0,6
clot_00103,1,balanced_contradiction,0.384765625,5.75,5.75,8.25,0.26953125,accept,False,0.0,7
clot_00104,1,balanced_contradiction,0.32421875,5.96875,5.96875,8.5625,0.2265625,accept,False,0.0,7
clot_00105,1,hybrid_trap_refute,0.53515625,4.6875,4.6875,7.78125,0.375,abstain_conflict,True,0.0,6
clot_00106,1,balanced_contradiction,0.33203125,6.71875,6.71875,8.375,0.232421875,accept,False,0.0,8
clot_00107,1,balanced_contradiction,0.388671875,5.90625,5.90625,8.4375,0.271484375,accept,False,0.0,7
clot_00108,0,paraphrase_explosion,0.40234375,7.46875,7.46875,7.46875,0.28125,accept,False,0.0,10
clot_00109,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00110,1,balanced_contradiction,0.302734375,5.40625,5.40625,7.71875,0.2119140625,accept,False,0.0,7
clot_00111,1,hybrid_trap_refute,0.470703125,4.625,4.625,7.6875,0.330078125,abstain_conflict,True,0.0,6
clot_00112,1,hybrid_trap_refute,0.51953125,4.625,4.625,7.6875,0.36328125,abstain_conflict,True,0.0,6
clot_00113,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00114,1,balanced_contradiction,0.416015625,4.90625,4.90625,8.125,0.291015625,accept,False,0.0,6
clot_00115,0,paraphrase_explosion,0.419921875,7.9375,7.9375,7.9375,0.29296875,accept,False,0.0,10
clot_00116,1,balanced_contradiction,0.462890625,5.4375,5.4375,7.78125,0.32421875,abstain_conflict,True,0.0,7
clot_00117,1,hybrid_trap_refute,0.4375,4.75,4.75,7.90625,0.306640625,accept,False,0.0,6
clot_00118,1,hybrid_trap_refute,0.48828125,5.5,5.5,7.875,0.341796875,abstain_conflict,True,0.0,7
clot_00119,0,paraphrase_explosion,0.40234375,8.0,8.0,8.0,0.28125,accept,False,0.0,10
clot_00120,1,balanced_contradiction,0.376953125,6.78125,6.78125,8.4375,0.263671875,accept,False,0.0,8
clot_00121,0,paraphrase_explosion,0.404296875,8.0,8.0,8.0,0.283203125,accept,False,0.0,10
clot_00122,1,balanced_contradiction,0.431640625,6.5,6.5,8.125,0.302734375,accept,False,0.0,8
clot_00123,1,balanced_contradiction,0.294921875,5.625,5.625,8.0625,0.2060546875,accept,False,0.0,7
clot_00124,1,hybrid_trap_refute,0.52734375,5.34375,5.34375,7.65625,0.369140625,abstain_conflict,True,0.0,7
clot_00125,0,paraphrase_explosion,0.40234375,7.46875,7.46875,7.46875,0.28125,accept,False,0.0,10
clot_00126,1,balanced_contradiction,0.3515625,5.9375,5.9375,8.5,0.24609375,accept,False,0.0,7
clot_00127,1,balanced_contradiction,0.453125,5.40625,5.40625,7.71875,0.31640625,abstain_conflict,True,0.0,7
clot_00128,0,paraphrase_explosion,0.443359375,7.0,7.0,7.0,0.310546875,accept,False,0.0,10
clot_00129,0,paraphrase_explosion,0.39453125,7.5,7.5,7.5,0.275390625,accept,False,0.0,10
clot_00130,1,balanced_contradiction,0.380859375,5.78125,5.78125,8.25,0.265625,accept,False,0.0,7
clot_00131,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00132,1,balanced_contradiction,0.373046875,5.59375,5.59375,8.0,0.26171875,accept,False,0.0,7
clot_00133,1,balanced_contradiction,0.4609375,5.75,5.75,8.25,0.322265625,abstain_conflict,True,0.0,7
clot_00134,1,hybrid_trap_refute,0.45703125,4.75,4.75,7.90625,0.3203125,abstain_conflict,True,0.0,6
clot_00135,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00136,1,balanced_contradiction,0.337890625,5.125,5.125,8.5,0.236328125,accept,False,0.0,6
clot_00137,0,paraphrase_explosion,0.40234375,7.46875,7.46875,7.46875,0.28125,accept,False,0.0,10
clot_00138,1,hybrid_trap_refute,0.470703125,5.5625,5.5625,7.96875,0.330078125,abstain_conflict,True,0.0,7
clot_00139,1,hybrid_trap_refute,0.51171875,5.46875,5.46875,7.8125,0.357421875,abstain_conflict,True,0.0,7
clot_00140,1,hybrid_trap_refute,0.51171875,4.6875,4.6875,7.78125,0.357421875,abstain_conflict,True,0.0,6
clot_00141,0,paraphrase_explosion,0.40234375,8.0,8.0,8.0,0.28125,accept,False,0.0,10
clot_00142,1,hybrid_trap_refute,0.466796875,4.75,4.75,7.90625,0.326171875,abstain_conflict,True,0.0,6
clot_00143,1,hybrid_trap_refute,0.47265625,4.78125,4.78125,7.9375,0.330078125,abstain_conflict,True,0.0,6
clot_00144,1,balanced_contradiction,0.462890625,5.8125,5.8125,8.3125,0.32421875,abstain_conflict,True,0.0,7
clot_00145,1,balanced_contradiction,0.44921875,5.65625,5.65625,8.0625,0.314453125,accept,False,0.0,7
clot_00146,0,paraphrase_explosion,0.40234375,7.875,7.875,7.875,0.28125,accept,False,0.0,10
clot_00147,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00148,1,balanced_contradiction,0.42578125,5.90625,5.90625,7.375,0.298828125,accept,False,0.0,8
clot_00149,0,paraphrase_explosion,0.40234375,7.46875,7.46875,7.46875,0.28125,accept,False,0.0,10
clot_00150,1,hybrid_trap_refute,0.478515625,4.75,4.75,7.90625,0.3359375,abstain_conflict,True,0.0,6
clot_00151,1,balanced_contradiction,0.31640625,5.9375,5.9375,8.5,0.2216796875,accept,False,0.0,7
clot_00152,0,paraphrase_explosion,0.40234375,7.46875,7.46875,7.46875,0.28125,accept,False,0.0,10
clot_00153,0,paraphrase_explosion,0.39453125,7.5,7.5,7.5,0.275390625,accept,False,0.0,10
clot_00154,1,hybrid_trap_refute,0.48828125,5.5625,5.5625,7.96875,0.341796875,abstain_conflict,True,0.0,7
clot_00155,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00156,0,paraphrase_explosion,0.419921875,7.9375,7.9375,7.9375,0.29296875,accept,False,0.0,10
clot_00157,0,paraphrase_explosion,0.404296875,8.0,8.0,8.0,0.283203125,accept,False,0.0,10
clot_00158,1,hybrid_trap_refute,0.486328125,5.625,5.625,8.0625,0.33984375,abstain_conflict,True,0.0,7
clot_00159,0,paraphrase_explosion,0.419921875,7.9375,7.9375,7.9375,0.29296875,accept,False,0.0,10
clot_00160,1,hybrid_trap_refute,0.45703125,4.71875,4.71875,7.84375,0.3203125,abstain_conflict,True,0.0,6
clot_00161,0,paraphrase_explosion,0.40234375,7.875,7.875,7.875,0.28125,accept,False,0.0,10
clot_00162,1,hybrid_trap_refute,0.55859375,4.5625,4.5625,7.59375,0.390625,abstain_conflict,True,0.0,6
clot_00163,1,balanced_contradiction,0.361328125,5.5625,5.5625,7.96875,0.25390625,accept,False,0.0,7
clot_00164,1,hybrid_trap_refute,0.470703125,5.5,5.5,7.875,0.330078125,abstain_conflict,True,0.0,7
clot_00165,1,hybrid_trap_refute,0.451171875,4.84375,4.84375,8.0625,0.31640625,abstain_conflict,True,0.0,6
clot_00166,1,balanced_contradiction,0.447265625,6.125,6.125,7.65625,0.3125,accept,False,0.0,8
clot_00167,1,balanced_contradiction,0.380859375,5.5625,5.5625,7.96875,0.265625,accept,False,0.0,7
clot_00168,1,balanced_contradiction,0.349609375,5.65625,5.65625,8.0625,0.2451171875,accept,False,0.0,7
clot_00169,0,paraphrase_explosion,0.40234375,8.0,8.0,8.0,0.28125,accept,False,0.0,10
clot_00170,1,balanced_contradiction,0.39453125,5.96875,5.96875,8.5625,0.275390625,accept,False,0.0,7
clot_00171,0,paraphrase_explosion,0.412109375,7.59375,7.59375,7.59375,0.2890625,accept,False,0.0,10
clot_00172,1,hybrid_trap_refute,0.51171875,5.4375,5.4375,7.78125,0.357421875,abstain_conflict,True,0.0,7
clot_00173,1,balanced_contradiction,0.333984375,5.09375,5.09375,8.4375,0.2333984375,accept,False,0.0,6
clot_00174,1,balanced_contradiction,0.3359375,5.84375,5.84375,8.375,0.2353515625,accept,False,0.0,7
clot_00175,1,balanced_contradiction,0.3359375,5.96875,5.96875,8.5625,0.2353515625,accept,False,0.0,7
clot_00176,0,paraphrase_explosion,0.404296875,7.9375,7.9375,7.9375,0.283203125,accept,False,0.0,10
clot_00177,1,hybrid_trap_refute,0.482421875,4.65625,4.65625,7.75,0.337890625,abstain_conflict,True,0.0,6
clot_00178,1,hybrid_trap_refute,0.474609375,5.5,5.5,7.875,0.33203125,abstain_conflict,True,0.0,7
clot_00179,1,hybrid_trap_refute,0.49609375,4.75,4.75,7.90625,0.34765625,abstain_conflict,True,0.0,6
clot_00180,0,paraphrase_explosion,0.443359375,7.0,7.0,7.0,0.310546875,accept,False,0.0,10
clot_00181,1,hybrid_trap_refute,0.48046875,5.4375,5.4375,7.78125,0.3359375,abstain_conflict,True,0.0,7
clot_00182,1,hybrid_trap_refute,0.48828125,5.40625,5.40625,7.71875,0.341796875,abstain_conflict,True,0.0,7
clot_00183,1,balanced_contradiction,0.2734375,6.0,6.0,8.5625,0.19140625,accept,False,0.0,7
clot_00184,0,paraphrase_explosion,0.404296875,8.0,8.0,8.0,0.283203125,accept,False,0.0,10
clot_00185,1,balanced_contradiction,0.404296875,6.25,6.25,7.8125,0.283203125,accept,False,0.0,8
clot_00186,1,balanced_contradiction,0.283203125,4.90625,4.90625,8.125,0.1982421875,accept,False,0.0,6
clot_00187,1,balanced_contradiction,0.421875,5.8125,5.8125,8.3125,0.294921875,accept,False,0.0,7
clot_00188,0,paraphrase_explosion,0.419921875,7.9375,7.9375,7.9375,0.29296875,accept,False,0.0,10
clot_00189,1,balanced_contradiction,0.44921875,4.53125,4.53125,7.53125,0.314453125,accept,False,0.0,6
clot_00190,0,paraphrase_explosion,0.443359375,7.0,7.0,7.0,0.310546875,accept,False,0.0,10
clot_00191,0,paraphrase_explosion,0.419921875,7.9375,7.9375,7.9375,0.29296875,accept,False,0.0,10
clot_00192,1,balanced_contradiction,0.22265625,5.0625,5.0625,8.4375,0.15625,accept,False,0.0,6
clot_00193,1,hybrid_trap_refute,0.58203125,4.65625,4.65625,7.75,0.408203125,abstain_conflict,True,0.0,6
clot_00194,1,balanced_contradiction,0.302734375,6.59375,6.59375,8.25,0.2119140625,accept,False,0.0,8
clot_00195,1,balanced_contradiction,0.31640625,5.75,5.75,8.25,0.2216796875,accept,False,0.0,7
clot_00196,1,hybrid_trap_refute,0.455078125,5.5,5.5,7.875,0.318359375,abstain_conflict,True,0.0,7
clot_00197,1,hybrid_trap_refute,0.431640625,5.5625,5.5625,7.96875,0.302734375,accept,False,0.0,7
clot_00198,1,hybrid_trap_refute,0.5625,4.75,4.75,7.90625,0.39453125,abstain_conflict,True,0.0,6
clot_00199,0,paraphrase_explosion,0.39453125,7.5,7.5,7.5,0.275390625,accept,False,0.0,10
